Resor bokade av LTN´s kundservice till/från/inom Jokkmokk år 2019,,,,,,,,,,,
,,,,,,,,,,,
Förklaring,,,,,,,,,,,
"Plats: B=Bud, E=Ensamåkare, F=Framsäte, f= Fällt Framsäte, H=Hela baksätet, L=Liggande, 2=Max 2 pass i baksätet ",,,,,,,,,,,
"Biltyp: AN=Personbil, S1=Multi/Specialfordon",,,,,,,,,,,
,,,,,,,,,,,
Resdag,Avresetid,Biltyp,Plats,Antal pass,Från gata,Från ort,Från Kommun,Till gata,Till ort ,Till kommun,Linjenr
2/15/2019,06:20,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/15/2019,08:35,AN,,2,STENTORPSG,JOKKMOKK,JO,CLARION SENSE HOTELL,LULEÅ,LU,0
2/15/2019,09:07,AN,,2,DOMÄNV,VUOLLERIM,JO,SJUKHUSET,SUNDERBYN,LU,0
2/15/2019,09:15,AN,,1,RAJDV,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/15/2019,10:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
2/15/2019,10:00,S1,,1,SKOGSGLÄNTAN,JOKKMOKK,JO,DAGCENTER,JOKKMOKK,JO,0
2/15/2019,10:15,AN,,2,LINGONSTIGEN,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/15/2019,11:35,AN,,1,FÖRENINGSG,JOKKMOKK,JO,ICA RAIDEN,JOKKMOKK,JO,0
2/15/2019,11:51,AN,,2,HC JOKKMOKK,JOKKMOKK,JO,LINGONSTIGEN,JOKKMOKK,JO,0
2/15/2019,12:13,AN,,1,ICA RAIDEN,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
2/15/2019,12:28,AN,,0,FRAMKÖRNING,,,SNICKARGRÄND,VUOLLERIM,JO,0
2/15/2019,12:30,AN,F,1,SNICKARGRÄND,VUOLLERIM,JO,KONSUM,VUOLLERIM,JO,0
2/15/2019,12:30,S1,,1,TÅRRAJAUR,TÅRRAJAUR,JO,KONSUM,JOKKMOKK,JO,0
2/15/2019,12:31,AN,F,1,KAITUMGÅRDEN LINNÉGÅRDE,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/15/2019,12:31,AN,L,1,SJUKHUSET,SUNDERBYN,LU,HC JOKKMOKK,JOKKMOKK,JO,0
2/15/2019,12:45,AN,F,1,KONSUM,VUOLLERIM,JO,SNICKARGRÄND,VUOLLERIM,JO,0
2/15/2019,13:00,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,RÖNNSTIGEN,VUOLLERIM,JO,0
2/15/2019,13:56,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,RAJDV,JOKKMOKK,JO,0
2/15/2019,13:56,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
2/15/2019,14:00,AN,,1,KONSUM,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
2/15/2019,14:30,S1,,1,DAGCENTER,JOKKMOKK,JO,SKOGSGLÄNTAN,JOKKMOKK,JO,0
2/15/2019,15:00,AN,,2,SJUKHUSET,SUNDERBYN,LU,DOMÄNV,VUOLLERIM,JO,0
2/15/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/15/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/15/2019,19:30,LI,,3,FLP LULEÅ,LULEÅ,LU,HP BILISTEN,VUOLLERIM,JO,712
2/15/2019,19:40,AN,F,1,SJUKHUSET,GÄLLIVARE,GÄ,KAITUMGÅRDEN LINNÉGÅRDE,JOKKMOKK,JO,0
2/16/2019,08:00,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/16/2019,08:00,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/16/2019,08:00,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/16/2019,08:00,LI,,2,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/16/2019,10:00,AN,,1,SKOGSG,JOKKMOKK,JO,VÄSTERG,JOKKMOKK,JO,0
2/16/2019,12:13,AN,,0,FRAMKÖRNING,,,SNICKARGRÄND,VUOLLERIM,JO,0
2/16/2019,12:15,AN,F,1,SNICKARGRÄND,VUOLLERIM,JO,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,0
2/16/2019,14:30,AN,F,1,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,SNICKARGRÄND,VUOLLERIM,JO,0
2/16/2019,16:00,AN,L,1,SJUKHUSET,GÄLLIVARE,GÄ,PIONJÄREN,PORJUS,JO,0
2/16/2019,16:35,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/16/2019,16:35,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/16/2019,17:00,AN,,1,VÄSTERG,JOKKMOKK,JO,SKOGSG,JOKKMOKK,JO,0
2/17/2019,10:00,AN,,1,SKOGSG,JOKKMOKK,JO,VÄSTERG,JOKKMOKK,JO,0
2/17/2019,12:00,AN,,1,CLARION SENSE HOTELL,LULEÅ,LU,STENTORPSG,JOKKMOKK,JO,0
2/17/2019,13:00,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,KÅBDALIS,KÅBDALIS,JO,0
2/17/2019,13:40,AN,F,1,HC JOKKMOKK,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
2/17/2019,17:00,AN,,1,VÄSTERG,JOKKMOKK,JO,SKOGSG,JOKKMOKK,JO,0
2/17/2019,18:00,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,0
2/17/2019,19:55,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/17/2019,19:55,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/18/2019,03:10,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/18/2019,03:10,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/18/2019,05:35,AN,,1,RINGV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/18/2019,06:12,AN,,1,STORG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/18/2019,06:15,AN,,2,STORG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/18/2019,06:19,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/18/2019,09:43,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/18/2019,09:51,AN,,0,FRAMKÖRNING,,,POLCIRKELV,MURJEK,JO,0
2/18/2019,09:53,AN,,1,POLCIRKELV,MURJEK,JO,DSK MOTT VUOLLERIM,VUOLLERIM,JO,0
2/18/2019,10:00,S1,,1,SKOGSGLÄNTAN,JOKKMOKK,JO,DAGCENTER,JOKKMOKK,JO,0
2/18/2019,10:06,AN,,0,FRAMKÖRNING,,,PUOTTAURE,PUOTTAURE,JO,0
2/18/2019,10:08,AN,,1,PUOTTAURE,PUOTTAURE,JO,DSK MOTT VUOLLERIM,VUOLLERIM,JO,0
2/18/2019,11:10,AN,,1,DSK MOTT VUOLLERIM,VUOLLERIM,JO,POLCIRKELV,MURJEK,JO,0
2/18/2019,11:50,AN,,1,DSK MOTT VUOLLERIM,VUOLLERIM,JO,PUOTTAURE,PUOTTAURE,JO,0
2/18/2019,11:50,AN,F,1,HC JOKKMOKK,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
2/18/2019,11:50,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,STENTORPSG,JOKKMOKK,JO,0
2/18/2019,11:52,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/18/2019,12:04,AN,F,1,KAITUMGÅRDEN LINNÉGÅRDE,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/18/2019,13:00,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,STORG,JOKKMOKK,JO,0
2/18/2019,13:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,STORG,JOKKMOKK,JO,0
2/18/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,RINGV,VUOLLERIM,JO,0
2/18/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
2/18/2019,13:45,S1,,2,VAIKIJAURV,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/18/2019,14:05,AN,,2,BLÅBÄRSSTIGEN,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/18/2019,14:30,S1,,1,DAGCENTER,JOKKMOKK,JO,SKOGSGLÄNTAN,JOKKMOKK,JO,0
2/18/2019,15:20,S1,,2,HC JOKKMOKK,JOKKMOKK,JO,VAIKIJAURV,JOKKMOKK,JO,0
2/18/2019,15:44,AN,L,1,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/18/2019,17:30,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,KONSUM,JOKKMOKK,JO,0
2/18/2019,18:00,AN,F,1,KONSUM,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
2/18/2019,18:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
2/18/2019,18:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,PORSI,PORSI,JO,0
2/18/2019,21:30,AN,,1,LINGONSTIGEN,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/18/2019,21:30,AN,L,2,SJUKHUSET,GÄLLIVARE,GÄ,BLÅBÄRSSTIGEN,JOKKMOKK,JO,0
2/18/2019,23:20,AN,,1,FÖRENINGSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/19/2019,03:10,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/19/2019,07:23,AN,,1,LÅNGG,VUOLLERIM,JO,BUP,LULEÅ,LU,0
2/19/2019,07:57,AN,,1,MURJEKSV,VUOLLERIM,JO,SJUKHUSET,SUNDERBYN,LU,0
2/19/2019,08:10,AN,,1,STORG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/19/2019,09:01,AN,,1,SMEDGRÄND,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/19/2019,09:14,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/19/2019,09:14,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,STORG,JOKKMOKK,JO,0
2/19/2019,10:00,S1,,1,SKOGSGLÄNTAN,JOKKMOKK,JO,DAGCENTER,JOKKMOKK,JO,0
2/19/2019,11:40,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,SMEDGRÄND,VUOLLERIM,JO,0
2/19/2019,12:00,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,0
2/19/2019,12:20,AN,,1,TÅRRAJAUR,TÅRRAJAUR,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/19/2019,13:15,AN,,1,DOMÄNV,VUOLLERIM,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
2/19/2019,13:29,AN,L,1,VADARG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/19/2019,13:38,AN,,1,KITTELUDDEN,KITTELUDDEN,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/19/2019,14:00,AN,,1,BUP,LULEÅ,LU,LÅNGG,VUOLLERIM,JO,0
2/19/2019,14:06,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
2/19/2019,14:30,S1,,1,DAGCENTER,JOKKMOKK,JO,SKOGSGLÄNTAN,JOKKMOKK,JO,0
2/19/2019,14:30,AN,,1,TV FTV JOKKMOKK,JOKKMOKK,JO,DOMÄNV,VUOLLERIM,JO,0
2/19/2019,15:00,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,KITTELUDDEN,KITTELUDDEN,JO,0
2/19/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,BERGG,JOKKMOKK,JO,0
2/19/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,HC JOKKMOKK,JOKKMOKK,JO,0
2/19/2019,15:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,MURJEKSV,VUOLLERIM,JO,0
2/19/2019,15:30,AN,,1,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,MATTISUDDEN,MATTISUDDEN,JO,0
2/19/2019,16:15,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/19/2019,17:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,NJALLE,NJALLE,JO,0
2/19/2019,17:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,TALVATISG,JOKKMOKK,JO,0
2/19/2019,18:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,VAIKIJAUR,VAIKIJAUR,JO,0
2/20/2019,05:40,AN,,1,RINGV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/20/2019,05:40,AN,,1,ÄLVBRINKSV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/20/2019,06:07,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,BSTN JOKKMOKK,JOKKMOKK,JO,0
2/20/2019,06:19,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/20/2019,06:20,AN,,1,BSTN JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/20/2019,08:41,AN,,1,POLCIRKELV,MURJEK,JO,SJUKHUSET,SUNDERBYN,LU,0
2/20/2019,10:00,AN,,1,LINGONSTIGEN,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/20/2019,10:00,S1,,1,SKOGSGLÄNTAN,JOKKMOKK,JO,DAGCENTER,JOKKMOKK,JO,0
2/20/2019,11:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,RINGV,VUOLLERIM,JO,0
2/20/2019,11:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ÄLVBRINKSV,VUOLLERIM,JO,0
2/20/2019,12:30,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,SPF FJÄLLVINDEN,JOKKMOKK,JO,0
2/20/2019,12:52,AN,,1,STATIONSG,JOKKMOKK,JO,CLIP-IT,JOKKMOKK,JO,0
2/20/2019,13:05,S1,,2,HC JOKKMOKK,JOKKMOKK,JO,LINGONSTIGEN,JOKKMOKK,JO,0
2/20/2019,13:15,AN,,1,SJUKHUSET,SUNDERBYN,LU,POLCIRKELV,MURJEK,JO,0
2/20/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
2/20/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
2/20/2019,14:00,AN,,2,HC JOKKMOKK,JOKKMOKK,JO,LINGONSTIGEN,JOKKMOKK,JO,0
2/20/2019,14:30,S1,,1,DAGCENTER,JOKKMOKK,JO,SKOGSGLÄNTAN,JOKKMOKK,JO,0
2/20/2019,15:05,AN,,1,CLIP-IT,JOKKMOKK,JO,STATIONSG,JOKKMOKK,JO,0
2/20/2019,15:15,AN,,1,SPF FJÄLLVINDEN,JOKKMOKK,JO,MATTISUDDEN,MATTISUDDEN,JO,0
2/20/2019,16:10,AN,,1,HANTVERKARG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/20/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/20/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/21/2019,08:30,AN,,1,LILLÅV,MURJEK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/21/2019,08:45,S1,,2,RÖDINGSTIGEN,JOKKMOKK,JO,DAGCENTER,JOKKMOKK,JO,0
2/21/2019,08:45,AN,,1,SNICKARGRÄND,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/21/2019,09:00,AN,,1,TJÅMOTIS,TJÅMOTIS,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/21/2019,10:00,S1,,1,SKOGSGLÄNTAN,JOKKMOKK,JO,DAGCENTER,JOKKMOKK,JO,0
2/21/2019,11:00,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,TJÅMOTIS,TJÅMOTIS,JO,0
2/21/2019,11:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,LILLÅV,MURJEK,JO,0
2/21/2019,11:30,AN,,1,FÖRENINGSG,JOKKMOKK,JO,ICA RAIDEN,JOKKMOKK,JO,0
2/21/2019,12:15,AN,,1,ICA RAIDEN,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
2/21/2019,12:30,S1,,2,DAGCENTER,JOKKMOKK,JO,RÖDINGSTIGEN,JOKKMOKK,JO,0
2/21/2019,12:32,AN,,1,ÄLVBRINKSV,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/21/2019,13:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,SNICKARGRÄND,VUOLLERIM,JO,0
2/21/2019,13:50,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,STATIONSG,JOKKMOKK,JO,0
2/21/2019,14:30,S1,,1,DAGCENTER,JOKKMOKK,JO,SKOGSGLÄNTAN,JOKKMOKK,JO,0
2/21/2019,15:00,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,ÄLVBRINKSV,VUOLLERIM,JO,0
2/21/2019,15:23,AN,,1,KITTELUDDEN,KITTELUDDEN,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/21/2019,15:57,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,KITTELUDDEN,KITTELUDDEN,JO,0
2/21/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/21/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,HP BILISTEN,VUOLLERIM,JO,712
2/22/2019,06:07,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/22/2019,06:20,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/22/2019,08:24,AN,,1,STORG,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
2/22/2019,08:27,AN,,2,STORG,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
2/22/2019,10:00,S1,,1,SKOGSGLÄNTAN,JOKKMOKK,JO,DAGCENTER,JOKKMOKK,JO,0
2/22/2019,10:30,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,VOUJAT,VUOJAT,JO,943
2/22/2019,11:32,AN,,1,MELLANV,VUOLLERIM,JO,HC SANDEN,BODEN,BO,0
2/22/2019,12:00,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,0
2/22/2019,12:28,AN,,0,FRAMKÖRNING,,,SNICKARGRÄND,VUOLLERIM,JO,0
2/22/2019,12:30,AN,F,1,SNICKARGRÄND,VUOLLERIM,JO,KONSUM,VUOLLERIM,JO,0
2/22/2019,12:37,AN,,1,TÅRRAJAUR,TÅRRAJAUR,JO,KONSUM,JOKKMOKK,JO,0
2/22/2019,12:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
2/22/2019,12:50,AN,F,1,KONSUM,VUOLLERIM,JO,SNICKARGRÄND,VUOLLERIM,JO,0
2/22/2019,13:00,AN,L,1,BODENV,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/22/2019,13:01,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,KOMMUNHUSET,JOKKMOKK,JO,0
2/22/2019,13:30,AN,L,1,HC JOKKMOKK,JOKKMOKK,JO,KAITUMGÅRDEN LINNÉGÅRDE,JOKKMOKK,JO,0
2/22/2019,13:36,AN,F,1,APOTEKET JOKKMOKK,JOKKMOKK,JO,APOTEKET JOKKMOKK,JOKKMOKK,JO,0
2/22/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
2/22/2019,14:00,AN,,1,KONSUM,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
2/22/2019,14:30,S1,,1,DAGCENTER,JOKKMOKK,JO,SKOGSGLÄNTAN,JOKKMOKK,JO,0
2/22/2019,15:15,AN,,1,SJUKHUSET,SUNDERBYN,LU,STORG,JOKKMOKK,JO,0
2/22/2019,15:15,AN,,2,SJUKHUSET,SUNDERBYN,LU,STORG,JOKKMOKK,JO,0
2/22/2019,16:00,AN,,1,HC SANDEN,BODEN,BO,MELLANV,VUOLLERIM,JO,0
2/22/2019,16:15,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/22/2019,16:30,AN,,1,ICA RAIDEN,JOKKMOKK,JO,MATTISUDDEN,MATTISUDDEN,JO,0
2/22/2019,18:00,AN,L,1,KAITUMGÅRDEN LINNÉGÅRDE,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/22/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/23/2019,08:00,LI,,2,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/24/2019,10:00,AN,,1,SKOGSG,JOKKMOKK,JO,VÄSTERG,JOKKMOKK,JO,0
2/24/2019,10:05,LI,,2,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/24/2019,10:05,LI,,2,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/24/2019,14:00,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,MURJEKSV,VUOLLERIM,JO,0
2/24/2019,14:40,AN,F,1,SNICKARGRÄND,VUOLLERIM,JO,KYRKAN VUOLLERIM,VUOLLERIM,JO,0
2/24/2019,16:01,AN,F,1,KYRKAN VUOLLERIM,VUOLLERIM,JO,SNICKARGRÄND,VUOLLERIM,JO,0
2/24/2019,16:35,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
2/24/2019,17:00,AN,,1,VÄSTERG,JOKKMOKK,JO,SKOGSG,JOKKMOKK,JO,0
2/24/2019,19:05,AN,,2,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
2/24/2019,19:55,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/24/2019,19:55,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/24/2019,22:20,AN,,2,SJUKHUSET,SUNDERBYN,LU,SNICKARGRÄND,VUOLLERIM,JO,0
2/25/2019,03:45,LI,,1,HP BILISTEN,VUOLLERIM,JO,FLP LULEÅ,LULEÅ,LU,712
2/25/2019,06:04,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/25/2019,06:16,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/25/2019,07:05,AN,,1,FÖRENINGSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/25/2019,08:20,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
2/25/2019,09:51,AN,,0,FRAMKÖRNING,,,POLCIRKELV,MURJEK,JO,0
2/25/2019,09:53,AN,,1,POLCIRKELV,MURJEK,JO,DSK MOTT VUOLLERIM,VUOLLERIM,JO,0
2/25/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
2/25/2019,10:20,AN,,1,KITTAJAUR,KITTAJAUR,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/25/2019,11:00,AN,F,1,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
2/25/2019,11:20,AN,,1,DSK MOTT VUOLLERIM,VUOLLERIM,JO,POLCIRKELV,MURJEK,JO,0
2/25/2019,12:05,AN,,1,STENTORPSG,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
2/25/2019,12:30,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,0
2/25/2019,12:30,LI,,1,VUOJAT,VUOJAT,JO,BSTN JOKKMOKK,JOKKMOKK,JO,943
2/25/2019,12:33,AN,,1,TÅRRAJAUR,TÅRRAJAUR,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/25/2019,13:00,AN,L,1,HC JOKKMOKK,JOKKMOKK,JO,PIONJÄREN,PORJUS,JO,0
2/25/2019,13:31,AN,,1,RINGV,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
2/25/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
2/25/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
2/25/2019,14:30,AN,,1,TV FTV JOKKMOKK,JOKKMOKK,JO,STENTORPSG,JOKKMOKK,JO,0
2/25/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,KITTAJAUR,KITTAJAUR,JO,0
2/25/2019,15:14,AN,,2,AKKATSGÅRDEN,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
2/25/2019,15:15,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
2/25/2019,15:35,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,KONSUM,JOKKMOKK,JO,0
2/25/2019,15:39,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,RINGV,VUOLLERIM,JO,0
2/25/2019,16:05,AN,F,1,KONSUM,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
