Resor bokade av LTN´s kundservice till/från/inom Jokkmokk år 2019,,,,,,,,,,,
,,,,,,,,,,,
Förklaring,,,,,,,,,,,
"Plats: B=Bud, E=Ensamåkare, F=Framsäte, f= Fällt Framsäte, H=Hela baksätet, L=Liggande, 2=Max 2 pass i baksätet ",,,,,,,,,,,
"Biltyp: AN=Personbil, S1=Multi/Specialfordon",,,,,,,,,,,
,,,,,,,,,,,
Resdag,Avresetid,Biltyp,Plats,Antal pass,Från gata,Från ort,Från Kommun,Till gata,Till ort ,Till kommun,Linjenr
7/11/2019,12:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,HC JOKKMOKK,JOKKMOKK,JO,0
7/11/2019,12:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,KAITUMGÅRDEN AKKATSGÅRD,JOKKMOKK,JO,0
7/11/2019,12:18,AN,,1,TÅRRAJAUR,TÅRRAJAUR,JO,ICA RAIDEN,JOKKMOKK,JO,0
7/11/2019,12:58,S1,,2,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
7/11/2019,13:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,WÄSTFELTSG,JOKKMOKK,JO,0
7/11/2019,14:00,AN,,1,ICA RAIDEN,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
7/11/2019,14:00,S1,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,0
7/11/2019,16:15,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/11/2019,16:45,AN,L,1,SJUKHUSET,SUNDERBYN,LU,BJÖRKV,VUOLLERIM,JO,0
7/11/2019,17:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,STOCKG,JOKKMOKK,JO,0
7/11/2019,19:00,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/11/2019,20:41,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/11/2019,21:20,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/12/2019,06:07,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/12/2019,06:20,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/12/2019,08:45,AN,,1,LÄRARSTIGEN,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/12/2019,10:05,LI,,2,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/12/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/12/2019,11:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FLYGSTRÅKET,PORJUS,JO,0
7/12/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/12/2019,12:27,S1,,2,VAIKIJAURV,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/12/2019,12:50,AN,,1,BSTN PITEÅ,PITEÅ,PI,KVARNBOG,JOKKMOKK,JO,0
7/12/2019,13:00,AN,,1,FÖRENINGSG,JOKKMOKK,JO,ARTIC CAMP,JOKKMOKK,JO,0
7/12/2019,13:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
7/12/2019,13:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,LÄRARSTIGEN,VUOLLERIM,JO,0
7/12/2019,13:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
7/12/2019,14:15,S1,,2,HC JOKKMOKK,JOKKMOKK,JO,VAIKIJAURV,JOKKMOKK,JO,0
7/12/2019,14:40,AN,,1,ARTIC CAMP,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/12/2019,16:15,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/12/2019,16:45,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/12/2019,19:00,AN,,1,FÖRENINGSG,JOKKMOKK,JO,STORG,JOKKMOKK,JO,0
7/12/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/12/2019,19:35,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
7/12/2019,20:10,AN,,1,FÖRENINGSG,JOKKMOKK,JO,STORG,JOKKMOKK,JO,0
7/12/2019,20:15,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/13/2019,07:59,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/13/2019,08:00,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/13/2019,10:30,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/13/2019,11:00,AN,,1,STORG,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/13/2019,15:35,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/13/2019,18:00,AN,,1,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,TJÅMOTIS,TJÅMOTIS,JO,0
7/13/2019,20:30,AN,,2,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
7/14/2019,06:45,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/14/2019,07:59,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/14/2019,09:30,S1,,1,HC JOKKMOKK,JOKKMOKK,JO,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,0
7/14/2019,11:20,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/14/2019,19:55,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/15/2019,06:04,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/15/2019,06:16,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/15/2019,07:59,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/15/2019,09:00,AN,,2,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/15/2019,10:46,AN,,1,RINGV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/15/2019,11:07,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,0
7/15/2019,11:30,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/15/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/15/2019,12:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
7/15/2019,12:58,AN,,0,FRAMKÖRNING,,,FLYGSTRÅKET,PORJUS,JO,0
7/15/2019,13:00,AN,,1,FLYGSTRÅKET,PORJUS,JO,ÅLLOLUOKTA,ÅLLOLUOKTA,JO,0
7/15/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,RINGV,VUOLLERIM,JO,0
7/15/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
7/15/2019,14:35,AN,,1,STENTORPSG,JOKKMOKK,JO,V TORGG,JOKKMOKK,JO,0
7/15/2019,16:15,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/15/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/15/2019,19:45,AN,,1,FÖRENINGSG,JOKKMOKK,JO,STORG,JOKKMOKK,JO,0
7/15/2019,19:50,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
7/15/2019,20:50,AN,,1,STORG,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/16/2019,05:52,AN,,1,RINGV,VUOLLERIM,JO,BSTN LULEÅ,LULEÅ,LU,0
7/16/2019,06:30,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/16/2019,06:45,AN,,1,ÄLVBRINKSV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/16/2019,07:11,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,LÅNGG,VUOLLERIM,JO,0
7/16/2019,08:33,AN,,1,KVARNBOG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/16/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/16/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/16/2019,10:30,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/16/2019,12:28,AN,,1,TÅRRAJAUR,TÅRRAJAUR,JO,KONSUM,JOKKMOKK,JO,0
7/16/2019,12:35,AN,,1,JÄGARSTIGEN,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/16/2019,13:05,AN,,1,BERGG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/16/2019,14:30,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,BERGG,JOKKMOKK,JO,0
7/16/2019,14:30,AN,F,1,HC JOKKMOKK,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/16/2019,15:00,AN,,1,KONSUM,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
7/16/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ÄLVBRINKSV,VUOLLERIM,JO,0
7/16/2019,15:54,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,JÄGARSTIGEN,VUOLLERIM,JO,0
7/16/2019,16:15,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/16/2019,17:00,AN,,1,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,POLCIRKELV,MURJEK,JO,0
7/16/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/16/2019,20:12,AN,,1,FÖRENINGSG,JOKKMOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/16/2019,21:10,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/17/2019,06:07,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/17/2019,06:16,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/17/2019,06:30,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/17/2019,09:15,AN,,1,RAJDV,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/17/2019,09:19,AN,,1,WOLFSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/17/2019,10:00,AN,,1,TJÅMOTIS,TJÅMOTIS,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/17/2019,10:30,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/17/2019,10:52,AN,,1,ÄLVBRINKSV,VUOLLERIM,JO,SJUKHUSET,SUNDERBYN,LU,0
7/17/2019,11:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,LÅNGG,VUOLLERIM,JO,0
7/17/2019,11:17,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,TJÅMOTIS,TJÅMOTIS,JO,0
7/17/2019,12:00,AN,,1,FATJAS,FATJAS,JO,GRANBACKA,GÄLLIVARE,GÄ,0
7/17/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/17/2019,12:40,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
7/17/2019,13:28,AN,,0,FRAMKÖRNING,,,SNICKARGRÄND,VUOLLERIM,JO,0
7/17/2019,13:28,AN,,1,FÖRENINGSG,JOKKMOKK,JO,ICA RAIDEN,JOKKMOKK,JO,0
7/17/2019,13:30,AN,F,1,SNICKARGRÄND,VUOLLERIM,JO,KONSUM,VUOLLERIM,JO,0
7/17/2019,13:35,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
7/17/2019,13:50,AN,F,1,KONSUM,VUOLLERIM,JO,SNICKARGRÄND,VUOLLERIM,JO,0
7/17/2019,14:30,AN,,1,ICA RAIDEN,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/17/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,RAJDV,JOKKMOKK,JO,0
7/17/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,WOLFSG,JOKKMOKK,JO,0
7/17/2019,15:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,ÄLVBRINKSV,VUOLLERIM,JO,0
7/17/2019,19:55,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
7/17/2019,20:07,AN,,1,FÖRENINGSG,JOKKMOKK,JO,STORG,JOKKMOKK,JO,0
7/17/2019,21:10,AN,,1,STORG,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/18/2019,08:45,AN,,1,PUOTTAURE,PUOTTAURE,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/18/2019,09:56,S1,,2,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
7/18/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/18/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/18/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/18/2019,10:08,AN,,1,FÖRENINGSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/18/2019,10:44,AN,,1,KÅSKATS,KÅSKATS,JO,SJUKHUSET,SUNDERBYN,LU,0
7/18/2019,11:14,AN,,1,STOCKG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/18/2019,11:19,AN,,1,TALVATISG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/18/2019,11:43,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
7/18/2019,12:18,AN,,1,TÅRRAJAUR,TÅRRAJAUR,JO,ICA RAIDEN,JOKKMOKK,JO,0
7/18/2019,13:10,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,PUOTTAURE,PUOTTAURE,JO,0
7/18/2019,13:10,S1,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,0
7/18/2019,13:49,AN,,1,ÅLLOLUOKTA,ÅLLOLUOKTA,JO,HC LAPONIA,GÄLLIVARE,GÄ,0
7/18/2019,13:59,S1,,1,HC JOKKMOKK,JOKKMOKK,JO,AKKATSGÅRDEN,JOKKMOKK,JO,0
7/18/2019,14:00,AN,,1,ICA RAIDEN,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
7/18/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,STOCKG,JOKKMOKK,JO,0
7/18/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,TALVATISG,JOKKMOKK,JO,0
7/18/2019,15:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,KÅSKATS,KÅSKATS,JO,0
7/18/2019,16:15,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/18/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/18/2019,20:10,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ÅLLOLUOKTA,ÅLLOLUOKTA,JO,0
7/19/2019,03:10,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/19/2019,03:10,LI,,2,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/19/2019,03:10,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/19/2019,06:07,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/19/2019,06:20,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/19/2019,06:39,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/19/2019,08:10,AN,,1,TÅRRAJAUR,TÅRRAJAUR,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/19/2019,08:45,AN,,1,ÄLVBRINKSV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/19/2019,09:40,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
7/19/2019,10:02,AN,,2,BLÅBÄRSSTIGEN,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/19/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/19/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/19/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/19/2019,11:00,AN,,2,HC JOKKMOKK,JOKKMOKK,JO,BLÅBÄRSSTIGEN,JOKKMOKK,JO,0
7/19/2019,11:00,S1,,1,VAIKIJAURV,JOKKMOKK,JO,SYDÖSTRA TJALMEJAUR,TJALMEJAUR,JO,0
7/19/2019,11:10,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/19/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/19/2019,12:13,AN,,0,FRAMKÖRNING,,,SNICKARGRÄND,VUOLLERIM,JO,0
7/19/2019,12:15,AN,F,1,SNICKARGRÄND,VUOLLERIM,JO,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,0
7/19/2019,12:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
7/19/2019,12:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ÄLVBRINKSV,VUOLLERIM,JO,0
7/19/2019,13:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
7/19/2019,14:28,AN,,0,FRAMKÖRNING,,,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,0
7/19/2019,14:30,AN,F,1,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,SNICKARGRÄND,VUOLLERIM,JO,0
7/19/2019,16:15,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/19/2019,17:25,S1,,1,SYDÖSTRA TJALMEJAUR,TJALMEJAUR,JO,VAIKIJAURV,JOKKMOKK,JO,0
7/19/2019,19:30,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/19/2019,19:55,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
7/20/2019,08:00,AN,,1,HERMELINSG,JOKKMOKK,JO,EDEFORSTORPET,EDEFORS,BO,0
7/20/2019,11:30,S1,,1,VAIKIJAURV,JOKKMOKK,JO,SYDÖSTRA TJALMEJAUR,TJALMEJAUR,JO,0
7/20/2019,12:30,AN,,1,KONSUM,JOKKMOKK,JO,ARTIC CAMP,JOKKMOKK,JO,0
7/20/2019,16:10,S1,,1,SYDÖSTRA TJALMEJAUR,TJALMEJAUR,JO,VAIKIJAURV,JOKKMOKK,JO,0
7/20/2019,17:28,AN,,0,FRAMKÖRNING,,,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,0
7/20/2019,17:30,AN,,1,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,POLCIRKELV,MURJEK,JO,0
7/20/2019,17:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,HC JOKKMOKK,JOKKMOKK,JO,0
7/21/2019,09:30,S1,,2,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/21/2019,11:15,AN,L,2,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/21/2019,13:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,HARRSTIGEN,JOKKMOKK,JO,0
7/21/2019,14:38,AN,,0,FRAMKÖRNING,,,SNICKARGRÄND,VUOLLERIM,JO,0
7/21/2019,14:40,AN,F,1,SNICKARGRÄND,VUOLLERIM,JO,KYRKAN VUOLLERIM,VUOLLERIM,JO,0
7/21/2019,15:58,AN,,0,FRAMKÖRNING,,,KYRKAN VUOLLERIM,VUOLLERIM,JO,0
7/21/2019,16:00,AN,F,1,KYRKAN VUOLLERIM,VUOLLERIM,JO,SNICKARGRÄND,VUOLLERIM,JO,0
7/21/2019,17:15,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/21/2019,18:00,AN,,1,EDEFORSTORPET,EDEFORS,BO,HERMELINSG,JOKKMOKK,JO,0
7/21/2019,18:45,AN,L,2,SJUKHUSET,GÄLLIVARE,GÄ,ÄLVV,VUOLLERIM,JO,0
7/21/2019,19:25,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,LYCKAN,LYCKAN,JO,0
7/22/2019,03:10,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/22/2019,03:10,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/22/2019,05:30,AN,,1,VAJMAT,VAJMAT,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/22/2019,06:04,AN,,1,FORSHÄLLAN,FORSHÄLLAN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/22/2019,06:16,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/22/2019,09:58,AN,,0,FRAMKÖRNING,,,ÅLLOLUOKTA,ÅLLOLUOKTA,JO,0
7/22/2019,10:00,AN,,2,ÅLLOLUOKTA,ÅLLOLUOKTA,JO,FLYGSTRÅKET,PORJUS,JO,0
7/22/2019,10:03,AN,,1,LÄRARSTIGEN,VUOLLERIM,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
7/22/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/22/2019,10:05,LI,,3,FLP LULEÅ,LULEÅ,LU,HP BILISTEN,VUOLLERIM,JO,712
7/22/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,HP BILISTEN,VUOLLERIM,JO,712
7/22/2019,10:58,AN,,1,RINGV,VUOLLERIM,JO,BSTN JOKKMOKK,JOKKMOKK,JO,0
7/22/2019,11:58,AN,,0,FRAMKÖRNING,,,SNICKARGRÄND,VUOLLERIM,JO,0
7/22/2019,12:00,AN,,1,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,MATTISUDDEN,MATTISUDDEN,JO,0
7/22/2019,12:00,AN,F,1,SNICKARGRÄND,VUOLLERIM,JO,KONSUM,VUOLLERIM,JO,0
7/22/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
7/22/2019,12:14,AN,F,1,KONSUM,VUOLLERIM,JO,SNICKARGRÄND,VUOLLERIM,JO,0
7/22/2019,12:30,AN,,1,TV FTV JOKKMOKK,JOKKMOKK,JO,LÄRARSTIGEN,VUOLLERIM,JO,0
7/22/2019,12:34,AN,,1,KYRKV,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/22/2019,13:05,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FORSHÄLLAN,FORSHÄLLAN,JO,0
7/22/2019,13:20,AN,,1,FLYGSTRÅKET,PORJUS,JO,ROSENGÅRDEN ÖVREPLAN,JOKKMOKK,JO,0
7/22/2019,14:15,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
7/22/2019,14:15,AN,,2,STENTORPSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
7/22/2019,15:00,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,KYRKV,VUOLLERIM,JO,0
7/22/2019,16:00,AN,,1,TELLEJOKK,TELLEJOKK,JO,SGYM REHABCENTRUM,JOKKMOKK,JO,0
7/22/2019,17:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,PORJUSV,JOKKMOKK,JO,0
7/22/2019,17:30,AN,,2,HC JOKKMOKK,JOKKMOKK,JO,STENTORPSG,JOKKMOKK,JO,0
7/22/2019,20:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
7/22/2019,20:40,AN,,1,SGYM REHABCENTRUM,JOKKMOKK,JO,TELLEJOKK,TELLEJOKK,JO,0
7/23/2019,03:10,LI,,1,BSTN JOKKMOKK,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,712
7/23/2019,06:54,AN,,1,FÖRENINGSG,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,0
7/23/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
7/23/2019,10:05,LI,,1,FLP LULEÅ,LULEÅ,LU,BSTN JOKKMOKK,JOKKMOKK,JO,712
